"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","birthstate","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","workexp","health","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","study","works","head","wife"
"60788",0,0,1,10,1,6,1968,21,2036,26,22974.69921875,6138,1,0,37630.53125,1,3,9,NA,NA,0,0,NA,0,2,21,0,1,NA,1
"60789",1,0,1,12,11,11,1966,21,2205,27,64398.390625,5452,2,1,64398.390625,7,1,15,14,289795.15625,0,0,0,0,2,21,0,1,1,0
"60795",0,0,1,12,10,10,1947,NA,NA,46,NA,4971,0,NA,36922.12890625,NA,NA,NA,8,0,NA,NA,0,0,3,16,0,1,NA,0
"60815",1,0,1,16,11,11,1959,46,2226,34,98047.390625,6319,1,1,98190.6796875,12,1,NA,NA,NA,NA,NA,NA,0,4,46,0,1,1,0
"60828",0,0,1,14,10,10,1949,NA,1107,44,10463.3896484375,11822,2,NA,426915.65625,12,1,NA,NA,NA,NA,NA,NA,0,2,13,0,1,NA,1
"60833",0,0,1,17,10,10,1946,NA,3000,47,53931.78125,4583,2,NA,357221.96875,16,1,12,NA,NA,0,0,NA,0,1,20,0,1,NA,1
"60844",0,0,1,15,1,10,1966,45,1880,28,56116.55078125,7210,0,1,124216.328125,5,1,10,NA,NA,19318.390625,0,NA,0,3,32,0,1,NA,1
"60846",0,0,1,12,8,11,1963,45,1472,30,16100,6391,0,NA,35835.37890625,12,2,12,14,48298.390625,9499,0,0,0,3,9,0,1,NA,1
"60859",1,0,1,17,6,13,1945,NA,2420,48,64992.48046875,6084,2,1,152165.9375,20,1,NA,NA,NA,NA,NA,NA,0,2,12,0,1,1,0
"60861",0,0,1,16,1,NA,1936,NA,2030,58,5152,1128,0,0,27209,40,2,NA,NA,NA,NA,NA,NA,0,2,26,0,1,1,0
"60872",0,0,1,14,5,12,1957,36,0,36,0,4509,4,1,168079.171875,9,3,NA,NA,NA,NA,NA,NA,0,4,4,0,0,NA,1
"60876",1,0,1,12,8,7,1939,NA,0,54,0,7125,0,0,19377.9609375,27,5,11,NA,NA,0,0,NA,0,2,34,0,0,1,0
"60881",0,0,1,14,10,13,1951,4,1960,42,29302,12381,2,NA,124992.3515625,15,2,NA,NA,NA,NA,NA,NA,0,4,27,0,1,NA,1
"60883",1,0,1,17,5,10,1962,31,2250,31,47493.390625,4585,2,1,54786.69140625,5,2,12,12,85328.390625,8048.39013671875,0,0,0,1,31,0,1,1,0
"60910",0,0,1,17,6,10,1966,26,160,27,1608.39001464844,4503,1,1,36967.2109375,8,1,16,16,0,901.599975585938,0,0,0,1,31,0,1,NA,1
"60928",1,0,1,16,5,11,1958,36,2205,35,128798.390625,5338,1,1,191665.671875,8,1,12,17,0,3220,0,0,0,4,36,0,1,1,0
"60933",0,0,1,16,5,12,1954,3,1785,40,17708.390625,7077,0,NA,19270.08984375,12,3,NA,NA,NA,NA,NA,NA,0,3,42,0,1,NA,1
"60938",0,1,0,12,12,4,1957,1,208,36,5794.39013671875,6700,0,0,5794.39013671875,8,3,NA,NA,NA,NA,NA,NA,0,1,31,0,0,1,0
"60971",1,0,1,14,12,8,1950,NA,2000,43,0,10578,2,1,-16420.390625,25,2,NA,NA,NA,NA,NA,NA,0,4,43,0,1,1,0
"61004",0,0,1,12,10,11,1955,31,1300,38,11270,4757,2,NA,100245.0390625,6,2,NA,NA,NA,NA,NA,NA,0,1,31,0,1,NA,1
"61036",0,0,1,12,9,10,1939,NA,0,54,0,6357,0,NA,76792.171875,NA,2,NA,NA,NA,NA,NA,NA,0,3,41,0,0,NA,1
"61045",0,0,1,17,12,10,1961,5,166,32,4023.38989257812,5587,2,1,155339.234375,15,1,NA,NA,NA,NA,NA,NA,0,4,5,0,1,NA,1
"61058",0,0,1,12,9,8,1937,NA,729,56,19318.390625,6376,0,NA,102495.8203125,20,2,NA,NA,NA,NA,NA,NA,0,2,34,0,1,NA,1
"61102",1,0,0,17,5,6,1965,34,2500,29,0,4873,1,1,157445.125,2,1,9,17,89514.390625,0,0,0,0,2,34,0,1,1,0
"61106",0,0,1,17,3,11,1969,34,NA,25,NA,4865,0,NA,126797.15625,NA,NA,12,12,96598.390625,0,0,0,0,2,34,NA,NA,NA,0
"61130",0,0,1,12,10,12,1937,NA,1990,56,19902.8203125,5460,0,0,19902.8203125,23,1,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"61132",0,0,1,15,6,11,1958,31,509,35,9177,5706,2,1,415682.6875,7,1,12,12,0,33256.16015625,0,0,0,3,9,0,1,NA,1
"61133",0,0,1,17,3,10,1957,31,1896,37,82591.390625,2879,0,NA,186898.453125,14,2,NA,NA,NA,NA,NA,NA,0,3,42,0,0,NA,1
"61137",0,0,1,16,9,10,1947,NA,2080,46,25758.390625,4700,0,1,186755.171875,8,2,NA,NA,NA,NA,NA,NA,0,2,24,0,1,NA,1
"61140",1,0,1,12,2,10,1964,20,323,30,4023.38989257812,6867,0,1,86769.34375,11,2,12,12,0,45078.390625,0,0,0,1,20,0,1,1,0
"61158",1,0,1,16,1,10,1960,24,2450,34,72849.28125,12316,2,1,135587.765625,8,1,12,8,0,0,0,0,0,2,24,0,1,1,0
"61166",1,0,1,12,4,10,1944,NA,2040,50,64398.390625,4670,1,1,65040.78125,29,1,NA,NA,NA,NA,NA,NA,0,2,13,0,1,1,0
"61189",0,0,1,12,10,10,1939,NA,0,54,0,5582,0,1,91797.3671875,16,4,NA,NA,NA,NA,NA,NA,0,6,23,0,0,NA,1
"61207",1,0,1,17,5,13,1961,1,2346,32,91766.78125,6774,4,1,94408.7890625,1,1,16,17,37028.390625,0,0,0,0,3,1,0,1,1,0
"61208",0,0,1,14,12,10,1960,12,1534,33,19318.390625,6343,4,1,86956.1015625,6,1,12,12,0,338.100006103516,0,0,0,2,12,0,1,NA,1
"61216",0,0,1,15,6,8,1959,34,940,34,19318.390625,2512,1,1,95303.953125,7,1,NA,NA,NA,NA,NA,NA,0,2,34,0,1,NA,1
"61230",1,0,1,12,5,8,1955,14,2550,39,0,12530,3,1,11711.1396484375,10,1,8,8,0,0,0,0,0,2,14,0,1,1,0
"61252",0,0,1,14,9,10,1961,14,2178,32,45078.390625,15275,6,NA,112365.1171875,4,3,12,NA,NA,0,0,NA,0,2,14,0,1,NA,1
"61264",0,0,1,16,8,10,1947,NA,1680,46,96596.78125,4492,0,1,251261.4375,15,2,NA,NA,NA,NA,NA,NA,0,3,1,0,1,NA,1
"61266",1,0,1,17,3,11,1953,37,48,41,0,4728,2,1,285607.5625,16,1,NA,NA,NA,NA,NA,NA,0,3,9,0,1,1,0
"61268",0,1,0,14,2,2,1959,32,3556,35,63593.390625,16943,1,0,64435.421875,13,3,NA,NA,NA,NA,NA,NA,0,3,19,0,1,1,0
"61284",0,0,1,12,11,12,1957,46,2032,36,16100,5762,3,1,92006.671875,9,2,NA,NA,NA,NA,NA,NA,0,4,46,0,1,NA,1
"61309",0,0,1,12,2,8,1937,NA,1010,57,86534.28125,4481,0,1,298571.28125,30,2,NA,NA,NA,NA,NA,NA,0,1,31,0,1,NA,1
"61323",0,1,0,12,1,7,1962,9,156,32,1127,12607,0,0,3973.47998046875,1,4,8,NA,NA,0,0,NA,0,1,6,0,1,1,0
"61337",1,0,1,12,3,11,1963,34,2272,31,64398.390625,2928,2,1,64478.890625,6,3,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"61353",0,0,1,17,3,6,1962,13,2470,32,30588.390625,12184,1,0,30588.390625,5,1,12,12,6438.39013671875,45078.390625,0,0,0,3,42,0,1,1,0
"61354",1,0,1,12,11,11,1959,16,2000,34,49908.390625,5388,2,1,49908.390625,7,1,NA,NA,NA,NA,NA,NA,0,3,16,0,0,1,0
"61362",1,0,1,12,10,11,1951,4,2184,42,88546.78125,4373,1,1,101578.1171875,16,2,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"61363",0,0,1,12,12,7,1951,2,347,42,2415,6647,1,0,9122.259765625,20,2,NA,NA,NA,NA,NA,NA,0,4,2,0,1,1,0
"61368",0,0,1,14,4,10,1966,37,1080,28,59782.51953125,5158,1,1,100938.953125,5,1,10,12,57958.390625,0,0,0,0,2,24,0,1,NA,1
"61388",0,1,0,12,9,12,1953,16,1960,40,67618.390625,16257,1,NA,132061.859375,22,2,NA,NA,NA,NA,NA,NA,0,3,16,0,1,NA,1
"61391",0,0,1,14,12,12,1963,45,NA,30,NA,1042,1,NA,61360.3203125,NA,NA,15,12,0,32198.390625,0,0,0,3,45,NA,NA,NA,0
"61410",0,1,0,13,7,0,1957,4,1650,36,40063.23828125,4691,1,NA,73955.3515625,17,2,12,NA,NA,33003.390625,0,NA,0,3,9,1,0,NA,1
"61416",1,0,1,16,7,9,1967,31,2960,26,59568.390625,4306,0,0,59568.390625,6,1,12,16,0,44237.96875,0,0,0,3,9,0,1,1,0
"61426",1,0,1,17,11,8,1939,NA,NA,54,NA,11838,2,NA,71471.1171875,NA,NA,NA,NA,NA,NA,NA,NA,0,1,18,NA,NA,NA,0
"61435",0,0,1,17,11,12,1933,NA,1568,60,56116.55078125,4800,1,1,121165.3828125,13,1,NA,NA,NA,NA,NA,NA,0,2,12,0,1,NA,1
"61436",0,0,1,16,12,10,1955,21,1429,38,56116.55078125,6399,3,1,112464.9375,11,2,NA,NA,NA,NA,NA,NA,0,2,21,0,1,NA,1
"61446",0,0,1,16,10,11,1954,20,1960,39,61983.390625,5497,0,NA,153048.203125,20,2,12,13,43468.390625,0,0,0,0,1,20,0,1,NA,1
"61460",1,0,1,12,1,10,1955,45,2904,39,53128.390625,6034,3,1,77547.2578125,10,2,NA,NA,NA,NA,NA,NA,0,3,41,0,1,1,0
"61477",1,0,1,14,3,12,1956,16,2303,38,43468.390625,3995,0,1,47813.78125,11,2,12,12,27368.390625,0,0,0,0,3,16,0,1,1,0
"61478",1,0,1,16,8,11,1955,12,2420,38,128798.390625,2583,1,1,141676.78125,11,1,NA,NA,NA,NA,NA,NA,0,2,12,0,1,1,0
"61480",0,1,0,17,11,8,1956,19,1352,37,41858.390625,6458,0,0,136986.84375,NA,2,12,NA,NA,0,0,NA,0,3,8,0,1,NA,1
"61492",1,0,1,17,8,13,1951,46,960,42,54738.390625,11895,2,0,60185.01953125,24,2,NA,NA,NA,NA,NA,NA,0,1,18,0,1,1,0
"61501",0,0,0,12,9,10,1951,4,1907,42,16742.390625,6578,2,NA,45965.5,15,3,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"61503",0,0,1,14,1,12,1964,45,1440,30,19318.390625,4620,0,1,148115.171875,10,1,13,12,19318.390625,4830,0,0,0,3,39,0,1,NA,1
"61544",0,0,1,17,1,12,1963,34,1536,31,14871.5703125,11926,0,0,38994.19921875,3,1,17,NA,NA,0,0,NA,0,2,34,0,1,1,0
"61580",0,0,1,16,6,11,1962,4,2040,31,44237.96875,7137,2,1,84156.3125,5,3,NA,NA,NA,NA,NA,NA,0,3,42,0,1,NA,1
"61583",0,0,1,12,5,8,1954,21,2022,40,24148.390625,5878,4,0,38152.171875,8,1,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"61606",0,0,1,16,11,11,1950,NA,2400,43,88546.78125,12127,2,1,341281.375,16,2,NA,NA,NA,NA,NA,NA,0,2,34,0,1,NA,1
"61621",0,0,1,16,8,11,1934,NA,60,59,9738.8896484375,2638,0,0,44233.140625,38,2,NA,NA,NA,NA,NA,NA,0,4,36,0,0,1,0
"61650",0,0,1,12,11,8,1960,4,2000,32,8048.39013671875,12586,2,NA,11709.5302734375,3,1,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"61685",1,0,1,16,10,11,1945,NA,2162,48,112696.78125,5217,1,1,174153.703125,21,3,NA,NA,NA,NA,NA,NA,0,1,6,0,1,1,0
"61697",1,0,1,16,5,12,1940,NA,394,53,56348.390625,483,1,1,157599.6875,36,1,NA,NA,NA,NA,NA,NA,0,2,12,0,1,1,0
"61714",0,0,1,16,5,12,1957,20,1401,37,27368.390625,5907,0,1,183845.90625,16,1,12,15,0,0,0,0,0,3,32,0,1,NA,1
"61730",0,1,0,12,12,7,1952,3,NA,41,NA,11835,0,0,55316.37890625,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,1,1,NA,0
"61748",0,0,1,13,3,10,1961,13,1936,33,64398.390625,5249,2,NA,148796.203125,12,3,NA,NA,NA,NA,NA,NA,0,2,13,0,1,NA,1
"61755",0,0,1,17,9,11,1965,43,1882,28,57958.390625,5495,0,0,58995.23046875,7,2,12,12,0,0,0,0,0,4,4,0,1,1,0
"61756",0,0,1,16,7,10,1965,29,600,28,11270,11950,2,1,87720.8515625,2,1,12,14,0,16742.390625,0,0,0,1,29,0,1,NA,1
"61801",0,0,1,14,9,8,1962,32,2000,31,24633,4910,2,NA,60375,8,2,NA,NA,NA,NA,NA,NA,0,3,32,0,1,NA,1
"61811",1,0,1,16,10,8,1949,NA,2040,44,0,6154,0,1,33256.16015625,17,2,12,14,0,0,0,0,0,3,32,0,1,1,0
"61814",1,0,1,12,5,9,1936,NA,2450,57,80498.390625,4167,0,1,187946.5625,31,2,NA,NA,NA,NA,NA,NA,0,1,20,0,1,1,0
"61817",0,0,1,16,6,12,1962,20,NA,31,NA,282,0,1,95047.9609375,NA,NA,12,16,0,16100,0,0,0,1,20,NA,NA,NA,0
"61819",1,0,1,12,4,10,1958,12,2350,36,67618.390625,6343,4,1,86956.1015625,9,1,NA,NA,NA,NA,NA,NA,0,2,12,0,1,1,0
"61821",1,0,1,11,9,8,1952,4,NA,42,NA,5432,0,NA,40752.3203125,NA,NA,6,NA,NA,0,0,NA,0,4,36,0,1,NA,0
"61824",0,1,0,14,7,12,1940,NA,0,54,0,12035,1,NA,116725,16,3,NA,NA,NA,NA,NA,NA,0,3,9,0,0,NA,1
"61871",1,0,1,17,6,12,1963,21,1548,30,19318.390625,4656,1,1,70780.4296875,7,1,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"61878",0,0,1,16,11,12,1952,40,0,41,0,4282,0,1,16111.26953125,7,1,16,NA,NA,0,0,NA,0,2,48,0,0,NA,1
"61906",0,0,1,12,6,11,1964,12,2270,29,20928.390625,6473,2,0,61178.390625,8,2,NA,12,77278.390625,NA,NA,0,0,2,12,0,0,1,0
"61910",1,0,1,14,5,13,1967,21,2145,27,24148.390625,12594,3,1,26716.33984375,2,1,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"61918",0,0,1,14,3,12,1966,31,1850,28,33256.16015625,5926,1,1,78334.546875,6,1,13,12,0,0,0,0,0,1,31,0,1,NA,1
"61945",1,0,1,11,9,10,1965,34,2304,28,978.880004882812,6668,4,1,1139.88000488281,2,3,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"61950",0,0,1,16,8,10,1946,NA,3038,47,56348.390625,6135,1,0,59157.83984375,20,1,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"61963",0,0,1,13,11,8,1960,19,1944,33,33182.1015625,7279,1,1,60985.19140625,7,1,NA,NA,NA,NA,NA,NA,0,3,19,0,1,NA,1
"61972",1,0,1,12,7,11,1959,34,1428,34,39443.390625,4101,0,1,159679.796875,9,2,12,12,0,0,0,0,0,2,34,0,1,1,0
"61973",0,0,1,13,8,7,1964,4,0,29,0,6581,2,1,16259.3896484375,2,1,NA,NA,NA,NA,NA,NA,0,4,4,0,0,NA,1
"61994",1,0,1,16,8,12,1944,NA,2080,49,107868.390625,6327,1,1,109798.78125,22,1,12,NA,NA,0,0,NA,0,3,42,0,1,1,0
"62012",0,0,1,16,2,11,1965,6,0,29,0,5978,2,NA,104648.390625,6,2,14,17,0,0,0,0,0,1,6,0,0,NA,1
"62014",0,1,0,9,7,8,1957,32,NA,37,NA,11939,0,0,35458.640625,NA,NA,10,NA,NA,0,0,NA,0,3,32,0,1,NA,0
"62015",0,0,1,12,3,9,1951,31,0,43,0,12053,2,NA,62788.390625,10,3,NA,NA,NA,NA,NA,NA,0,1,29,0,0,NA,1
"62016",1,0,1,13,10,9,1950,NA,2383,43,51518.390625,6151,0,1,99816.78125,16,3,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"62027",1,0,1,12,8,10,1954,34,2236,39,54255.390625,7269,1,1,65103.5703125,12,1,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"62032",1,0,1,14,9,8,1956,37,2040,36,19318.390625,11898,1,1,35326.62109375,NA,2,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"62051",0,0,1,14,8,13,1965,31,1992,28,43468.390625,11843,2,1,122838.171875,3,3,12,17,0,31395,0,0,0,1,31,0,1,NA,1
"62073",0,0,0,16,11,12,1952,34,2160,41,96598.390625,6952,0,0,97400.171875,11,2,16,17,0,0,0,0,0,1,37,0,1,1,0
"62082",1,0,1,12,9,9,1959,21,2096,34,74058.390625,12211,2,1,79933.28125,12,3,10,8,59568.390625,9660,0,0,0,2,21,0,1,1,0
"62105",1,0,1,12,3,12,1967,45,2500,27,30588.390625,6173,2,1,35418.390625,2,1,NA,NA,NA,NA,NA,NA,0,3,45,0,1,1,0
"62108",1,0,0,15,9,8,1942,NA,2550,51,99818.390625,7162,2,1,111373.359375,24,2,NA,NA,NA,NA,NA,NA,0,2,14,0,1,1,0
"62119",0,0,1,12,7,8,1966,19,2019,28,24148.390625,7280,0,1,54777.03125,6,2,NA,NA,NA,NA,NA,NA,0,3,19,0,1,NA,1
"62130",0,0,1,16,2,11,1946,NA,1584,48,38636.78125,2744,0,1,209356.34375,12,2,12,NA,NA,0,0,NA,0,4,46,0,1,NA,1
"62159",1,0,1,12,8,NA,1947,NA,1960,46,45244.21875,5944,0,1,78500.3828125,28,3,NA,NA,NA,NA,NA,NA,0,2,12,0,1,1,0
"62170",0,0,0,9,4,7,1954,32,NA,39,NA,5548,0,NA,5042.52001953125,NA,NA,8,3,0,3767.39990234375,0,0,0,3,32,NA,NA,NA,0
"62180",1,0,1,16,11,10,1945,NA,400,48,4023.38989257812,11874,2,1,98032.8984375,30,2,NA,NA,NA,NA,NA,NA,0,3,9,0,1,1,0
"62192",0,0,1,9,8,NA,1955,13,2040,38,20125,11865,1,NA,73568.953125,NA,2,NA,NA,NA,NA,NA,NA,0,2,13,0,1,NA,1
"62202",1,0,1,13,1,11,1953,24,3036,41,38638.390625,3966,3,1,77787.1484375,14,2,NA,NA,NA,NA,NA,NA,0,4,49,0,1,1,0
"62214",1,0,1,14,5,13,1954,21,2527,40,94986.78125,12596,5,1,101264.171875,13,4,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"62247",0,0,1,12,3,10,1962,45,812,32,8048.39013671875,6034,3,NA,77547.2578125,NA,2,12,10,36867.390625,35096.390625,0,0,0,3,41,0,0,NA,1
"62256",1,0,0,14,2,11,1952,4,1832,42,57958.390625,6801,3,1,84618.3828125,15,3,8,8,0,0,0,0,0,4,4,0,1,1,0
"62268",0,0,1,12,10,9,1961,5,0,32,0,2687,2,1,45158.890625,NA,3,NA,NA,NA,NA,NA,NA,0,4,5,0,0,NA,1
"62280",1,0,1,12,2,11,1951,39,NA,42,NA,5054,1,1,107111.6875,NA,NA,12,15,0,0,0,0,0,3,39,NA,NA,0,0
"62312",1,0,1,10,12,8,1954,4,0,39,0,12586,2,1,11709.5302734375,12,5,NA,NA,NA,NA,NA,NA,0,4,4,0,0,1,0
"62323",1,0,1,17,7,9,1959,31,2006,34,101426.78125,3928,2,1,105653.03125,4,1,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"62326",1,0,0,12,11,10,1953,4,2360,40,74058.390625,7130,0,0,73899,18,2,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"62327",0,0,1,17,6,11,1937,NA,1733,56,48298.390625,5320,0,0,54878.4609375,21,2,NA,NA,NA,NA,NA,NA,0,3,41,0,1,1,0
"62334",0,0,1,16,2,13,1956,48,800,38,22540,12308,2,1,160483.1875,11,1,NA,NA,NA,NA,NA,NA,0,2,48,0,1,NA,1
"62338",0,0,1,11,5,13,1947,NA,2080,47,22974.69921875,4160,1,NA,74493.09375,18,2,NA,NA,NA,NA,NA,NA,0,2,21,0,1,NA,1
"62358",0,0,1,9,5,10,1966,41,2040,28,10764.4599609375,11737,2,0,10764.4599609375,9,2,NA,NA,NA,NA,NA,NA,0,3,41,0,1,1,0
"62365",1,0,1,8,2,12,1954,12,2940,40,96598.390625,4803,1,1,230445.734375,21,1,NA,NA,NA,NA,NA,NA,0,2,12,0,1,1,0
"62382",1,0,1,16,11,10,1963,22,2796,31,183536.78125,4280,1,1,196415.171875,10,1,16,17,135238.390625,56116.55078125,0,0,0,2,26,0,1,1,0
"62417",1,0,1,14,3,8,1959,31,2870,35,128798.390625,4478,3,1,162052.9375,8,1,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"62431",0,0,1,14,7,8,1944,NA,1632,50,13846,16881,2,0,34681.01171875,15,2,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"62444",1,0,1,16,2,11,1961,46,2000,33,37429.28125,5936,2,1,86700.109375,6,2,NA,NA,NA,NA,NA,NA,0,4,46,0,1,1,0
"62465",1,0,1,16,11,10,1967,42,NA,26,NA,6134,1,1,143898.578125,NA,NA,16,16,98206.78125,56348.390625,0,0,1,3,42,NA,NA,NA,0
"62468",1,0,1,17,11,10,1955,31,2350,36,98206.78125,2879,0,1,186898.453125,9,2,12,NA,NA,0,0,NA,0,3,42,0,1,1,0
"62471",0,1,0,12,9,8,1952,34,1680,41,25280.220703125,6462,4,1,76341.3671875,14,3,NA,NA,NA,NA,NA,NA,0,2,34,0,1,NA,1
"62479",1,0,1,14,8,10,1945,NA,2400,48,104648.390625,6122,1,1,112698.390625,21,1,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"62488",0,0,1,17,11,11,1965,31,2000,28,72448.390625,6233,1,1,152946.78125,2,3,14,16,0,12878.3896484375,0,0,0,1,29,0,1,NA,1
"62498",0,0,1,12,5,7,1958,4,35,36,0,5088,2,0,85336.4375,18,3,NA,NA,NA,NA,NA,NA,0,4,27,0,0,1,0
"62502",0,0,1,12,10,9,1957,21,0,36,0,7027,3,1,45078.390625,9,2,NA,NA,NA,NA,NA,NA,0,2,21,0,0,NA,1
"62503",0,0,1,12,7,9,1955,45,2049,38,16800.349609375,6174,1,0,20477.58984375,15,2,NA,10,0,0,0,0,0,3,45,0,1,1,0
"62507",0,0,1,12,5,9,1951,31,0,41,0,5640,1,0,16364.0400390625,4,2,12,10,0,0,0,0,0,1,31,0,0,1,0
"62509",1,0,1,12,2,11,1963,37,2436,31,47330.78125,4030,3,1,53109.0703125,10,2,12,NA,NA,25758.390625,0,NA,0,1,37,0,1,1,0
"62518",1,0,1,11,9,10,1960,34,2079,33,20286,11758,2,1,47432.2109375,15,3,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"62522",0,0,1,12,4,10,1941,NA,0,53,0,6092,0,1,27851.390625,8,3,NA,NA,NA,NA,NA,NA,0,2,24,0,0,NA,1
"62525",0,0,1,14,4,10,1954,34,2520,40,23826.390625,14430,0,NA,60249.421875,22,3,12,NA,NA,32198.390625,0,NA,0,2,15,0,0,NA,1
"62526",1,1,0,11,4,5,1955,8,2500,39,57958.390625,6424,2,1,108029.390625,20,1,NA,NA,NA,NA,NA,NA,0,3,10,0,1,1,0
"62530",1,0,1,12,8,10,1943,NA,4998,50,51518.390625,6262,0,0,56346.78125,23,3,NA,NA,NA,NA,NA,NA,0,2,14,0,1,1,0
"62564",0,0,1,12,12,9,1949,NA,1950,44,36062.390625,5361,1,0,39401.53125,26,2,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"62574",1,0,1,16,9,9,1968,3,2256,25,41858.390625,4642,0,0,41858.390625,3,1,14,17,33808.390625,42663.390625,0,0,0,3,41,0,1,1,0
"62582",1,0,1,17,9,11,1967,31,653,26,17708.390625,4261,0,1,67974.203125,5,1,NA,NA,NA,NA,NA,NA,0,1,44,0,0,1,0
"62603",1,0,1,16,11,11,1967,22,2068,26,37028.390625,5240,0,1,81789.609375,NA,1,16,16,68875.796875,25758.390625,0,0,0,2,22,0,1,1,0
"62630",1,0,1,12,9,9,1958,37,2120,35,30588.390625,6762,3,1,55850.8984375,8,2,12,12,57958.390625,33256.16015625,0,0,0,1,37,0,1,1,0
"62644",0,0,1,12,2,12,1944,NA,0,50,0,6600,0,1,158902.171875,4,2,NA,NA,NA,NA,NA,NA,0,4,4,0,0,NA,1
"62651",0,1,0,12,8,8,1958,10,1600,35,16100,7023,4,0,26680.919921875,13,3,NA,NA,NA,NA,NA,NA,0,3,10,0,0,1,0
"62663",0,0,1,17,1,10,1968,21,1872,26,33808.390625,4230,0,1,77278.390625,NA,2,16,12,56348.390625,67618.390625,0,0,0,3,9,0,1,NA,1
"62686",0,0,1,9,11,10,1943,NA,441,50,12.8800001144409,5997,1,NA,34758.2890625,23,3,NA,NA,NA,NA,NA,NA,0,4,2,0,1,NA,1
"62692",0,0,1,12,10,12,1957,34,1542,36,41858.390625,11958,2,NA,113580.671875,18,1,16,17,136846.78125,10180.0302734375,0,0,0,2,24,0,0,NA,1
"62708",0,1,0,16,1,7,1958,1,130,36,502.320007324219,5021,4,0,5797.60986328125,NA,3,NA,NA,NA,NA,NA,NA,0,3,1,0,1,1,0
"62723",1,0,1,14,6,10,1953,37,2044,40,78888.390625,6631,1,1,94988.390625,15,2,NA,NA,NA,NA,NA,NA,0,3,23,0,1,1,0
"62734",0,0,1,12,2,10,1967,18,2084,27,30588.390625,5632,1,0,30588.390625,8,1,NA,NA,NA,NA,NA,NA,0,1,18,0,1,1,0
"62747",0,0,1,14,6,9,1964,18,1820,29,3862.38989257812,4094,2,0,11914,2,2,10,8,12878.3896484375,6438.39013671875,0,0,0,1,18,0,1,1,0
"62749",1,0,1,15,6,9,1949,NA,2150,45,48298.390625,12059,3,1,55535.33984375,24,2,NA,NA,NA,NA,NA,NA,0,2,15,0,1,1,0
"62755",0,1,0,12,5,7,1954,10,2343,40,14649.3896484375,7012,1,0,23016.560546875,22,3,NA,NA,NA,NA,NA,NA,0,3,10,0,1,1,0
"62788",0,0,1,14,1,10,1962,3,1520,32,16100,12513,0,0,16100,8,4,8,10,0,0,0,0,0,3,3,0,1,1,0
"62807",1,0,1,16,8,12,1961,4,1230,32,0,3977,1,1,69885.2734375,9,2,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"62822",1,0,1,12,4,9,1963,23,3612,31,54738.390625,12421,0,1,369201.96875,12,1,NA,NA,NA,NA,NA,NA,0,3,50,0,1,1,0
"62834",1,1,0,5,9,1,1951,41,NA,41,NA,4813,0,NA,17579.58984375,NA,NA,NA,NA,NA,0,0,NA,1,2,13,NA,NA,NA,0
"62836",0,0,1,12,12,10,1938,NA,2313,55,41858.390625,4324,0,NA,77217.2109375,25,2,NA,NA,NA,NA,NA,NA,0,2,13,0,1,NA,1
"62865",1,0,1,12,4,8,1961,13,2107,33,72446.78125,12177,1,1,78064.0703125,6,2,NA,NA,NA,NA,NA,NA,0,2,13,0,1,1,0
"62896",0,0,1,16,8,11,1960,34,2585,33,53128.390625,4100,0,0,53321.58984375,12,2,12,12,0,0,0,0,0,2,34,0,1,1,0
"62898",0,0,1,12,8,9,1967,23,1200,26,3220,7001,2,1,38635.171875,NA,4,9,4,0,33256.16015625,0,0,0,3,9,0,0,NA,1
"62903",0,0,1,13,12,13,1959,14,0,34,0,4493,3,1,168468.796875,7,2,16,17,141676.78125,0,0,0,0,6,37,0,0,NA,1
